Word,Count
EditText/List/Dialog/Ringtone,3
thread,3
click,3
only,3
\arguments,\,3
Setting,3
0:,3
ARG_ITEM_NUMBER,3
state,3
going,3
match,3
do,3
been,3
Card,3
An,3
\params.put("\Content-Type"\,"\application/x-www-form-urlencoded"\);\,3
hook,3
using,3
Create,3
Customize,3
network,3
switch,3
calls,3
Design,3
two-pane,3
exception,3
updates,3
\value,\,3
event,3
\method,\,3
Trigger,3
Adapter,3
class,3
while,3
\change,\,3
1:,3
\parameters,\,3
Closing,3
financeInfoLayout.setVisibility(View.VISIBLE);,2
first,2
rnd_information_layout.setVisibility(View.VISIBLE);,2
Activities,2
operation,2
16,2
#AUTO_HIDE_DELAY_MILLIS},2
Touch,2
set,2
19,2
called,2
main,2
On,2
manually,2
Replace,2
removal,2
extra-large,2
implement,2
content,2
1,2
Schedules,2
between,2
shortly,2
bar),2
cache,2
these,2
background,2
wait,2
safe,2
small,2
earlier,2
simple,2
representing,2
Fragments,2
\milliseconds,\,2
all,2
(the,2
hint,2
hides,2
Clear,2
upon,2
//,2
(dummy),2
30-Jan-17,2
Activity,2
(Jelly,2
may,2
distributed,2
(KitKat),2
briefly,2
OnListFragmentInteractionListener},2
previously,2
can,2
Hide,2
remove,2
initial,2
correct,2
<p/>,2
Bean),2
setupViewPager(viewPager);,2
{@inheritDoc},2
show,2
2,2
constants,2
\created,\,2
Note,2
navigation/system,2
widget,2
param1,2
kilobytes,2
they,2
(i.e,2
your,2
nothing,2
hide,2
Cancel,2
full-screen,2
null,2
immediately,2
\them,\,2
older,2
ringtone,2
canceling,2
#AUTO_HIDE},2
marketing_information_layout.setVisibility(View.VISIBLE);,2
marketing_decisions_layout.setVisibility(View.GONE);,2
param2,2
either,2
AsyncTask,2
compile-time,2
Some,2
auto-hidden,2
||,2
Helper,2
example,2
should,2
Indicates,2
\set,\,2
callbacks,2
in-layout,2
look,2
inlined,2
Whether,2
@return,2
rnd_decisions_layout.setVisibility(View.GONE);,2
Open,1
Upon,1
execution,1
based,1
specific,1
Expected,1
29/12/2017,1
cancelled,1
page,1
\specifically,\,1
attached,1
placeDetail.setText(gameInformationModel.gameDescription);,1
\example,\,1
one),1
than,1
\gson.fromJson(jsonString,\,1
\10"\\,1
exceeding,1
shown,1
containing,1
present,1
presents,1
leak,1
category,1
DownloadTask,1
design,1
@see,1
dummy,1
makes,1
pass,1
events,1
non-blocking,1
int,1
button,1
non-null,1
7/11/2017,1
applications,1
reference,1
WARRANTIES,1
orientation,1
You,1
marketingCostEditText,1
1/8th,1
OF,1
collapsingToolbar.setTitle(getString(R.string.item_title));,1
(C),1
even,1
(no,1
==,1
2017,1
Gson,1
single,1
implements,1
wizards,1
ConnectivityManager.TYPE_WIFI,1
created,1
Settings,1
Wrapper,1
unknown,1
(line,1
determine,1
Source,1
host,1
\KIND,\,1
cancel(true);,1
fetch,1
adds,1
onPreExecute(),1
stops,1
union,1
below,1
setSupportActionBar(toolbar);,1
reading,1
Mandatory,1
Updates,1
getIncomeStatement();,1
Provides,1
refresh,1
Get,1
\writing,\,1
providing,1
Override,1
changes,1
NetworkInfo,1
allows,1
no,1
\"\AS\,1
rather,1
exact,1
android.preference.PreferenceActivity},1
LruCache,1
bottom,1
array,1
completed,1
references,1
also,1
manager,1
(TextView),1
\License,\,1
Project,1
serves,1
work,1
PreferenceActivity},1
Fragment,1
map,1
view.findViewById(R.id.marketing_cost);,1
\href="\http://developer.android.com/guide/topics/ui/settings.html"\>Settings\,1
add,1
null),1
publishing,1
there,1
template,1
value's,1
Copyright,1
device,1
'entries',1
selected,1
findViewById(R.id.game_description);,1
Guide</a>,1
Implementation,1
it,1
CONDITIONS,1
have,1
max,1
financeInfoLayout.setVisibility(View.GONE);,1
\connectivity,\,1
specified,1
left,1
copy,1
ID,1
OutOfMemory,1
notification,1
ProductionFragment.OnFragmentInteractionListener},1
(Toolbar)findViewById(R.id.default_toolbar);,1
http://www.apache.org/licenses/LICENSE-2.0,1
!networkInfo.isConnected(),1
'silent',1
Binds,1
piece,1
throw,1
was,1
toolbar,1
hasn't,1
holder.picture.setImageDrawable(a.getDrawable(position));,1
lookup,1
DownloadCallback,1
deny,1
More,1
(HttpRequestModel),1
split,1
Up,1
Floating,1
WITHOUT,1
#sBindPreferenceSummaryToValueListener,1
Cards,1
current,1
permissions,1
VM,1
avoid,1
Utilities,1
Collapsing,1
compliance,1
Defines,1
amount,1
input,1
\activity,\,1
applicable,1
placeDetail,1
protected,1
watch,1
implied,1
instantiate,1
express,1
\IS"\\,1
Items,1
httpRequest,1
placeDetails,1
(EditText),1
Stored,1
uses,1
gson,1
interfaces,1
size,1
finished,1
destroyed,1
limitations,1
&&,1
Apache,1
proxies,1
handler,1
ResearchDevFragment,1
networkInfo.getType(),1
\android.app.ActionBar},\,1
via,1
title),1
(ViewGroup)findViewById(android.R.id.content));,1
tablets,1
malicious,1
representation,1
except,1
resources.getStringArray(R.array.games_desc);,1
Settings</a>,1
cancel,1
(ViewPager),1
\changed,\,1
email/password,1
ANY,1
implementation,1
EditText,1
mCallback.updateFromDownload(null);,1
viewPager,1
\BASIS,\,1
injection,1
obtain,1
text,1
(networkInfo.getType(),1
offers,1
governing,1
\category,\,1
\tablets,\,1
mCallback.getActiveNetworkInfo();,1
findViewById(R.id.viewpager);,1
AppCompat,1
networkInfo,1
void,1
sync,1
general,1
Empty,1
form,1
HttpRequestModel.class);,1
getArguments().getString(requestKey);,1
presented,1
dependent,1
ringtone),1
error,1
(e.g,1
format,1
objects,1
necessary,1
\controls,\,1
Detail,1
(mCallback,1
callback,1
Design:,1
adapter,1
JSON,1
measured,1
sure,1
@Override,1
\items,\,1
language,1
designed,1
Licensed,1
calling,1
which,1
subclass,1
\getLayoutInflater().inflate(R.layout.toolbar,\,1
Start,1
thrown,1
ConnectivityManager.TYPE_MOBILE)),1
perform,1
file,1
\href="\http://developer.android.com/design/patterns/settings.html"\>\,1
(networkInfo,1
08-Apr-17,1
String,1
Gson();,1
RingtoneManager,1
menu;,1
agreed,1
appearance,1
code,1
takes,1
changes),1
Host,1
title,1
were,1
successfully,1
RecyclerView.Adapter},1
we,1
MUST,1
DummyItem},1
Java,1
Notify,1
exceptions,1
TextView,1
\memory,\,1
ProductionFragment,1
special,1
required,1
Unless,1
Callback,1
marketingCostEditText.setText(String.valueOf(marketingCost));,1
software,1
OR,1
Version,1
during,1
handset,1
active,1
doInBackground(),1
operations,1
law,1
Make,1
\completed,\,1
\devices,\,1
right,1
connectivity,1
app,1
\"\License"\);\,1
correspond,1
Fragment},1
2.0,1
jsonString,1
headers,1
developing,1
application,1
ProductionFragment#newInstance},1
